public_result_id,evidence_type,setting,metric,mean,std,n,source_table,component,notes
robustness_sensitivity_001,repeated_seed,capacity d=64 L=1 H=2,present_f1,0.853813854998,0.135458174618,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_002,repeated_seed,capacity d=64 L=1 H=2,pr_auc,0.855560737834,0.142247684734,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_003,repeated_seed,capacity d=64 L=1 H=2,accuracy,0.994856887299,0.00102472622875,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_004,repeated_seed,capacity d=64 L=1 H=2,throughput_flows_per_sec,1394862.90725,3865.98501548,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_005,repeated_seed,capacity d=64 L=1 H=4,present_f1,0.928996782297,0.0110614461194,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_006,repeated_seed,capacity d=64 L=1 H=4,pr_auc,0.952984528616,0.0103813299386,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_007,repeated_seed,capacity d=64 L=1 H=4,accuracy,0.99530411449,0.000387310109027,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_008,repeated_seed,capacity d=64 L=1 H=4,throughput_flows_per_sec,1141720.19881,17714.3485358,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_009,repeated_seed,capacity d=64 L=1 H=8,present_f1,0.929960767208,0.00654165441695,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_010,repeated_seed,capacity d=64 L=1 H=8,pr_auc,0.951397404631,0.00282758174597,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_011,repeated_seed,capacity d=64 L=1 H=8,accuracy,0.99530411449,0.000223613595707,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_012,repeated_seed,capacity d=64 L=1 H=8,throughput_flows_per_sec,866976.747467,10132.7154454,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_013,repeated_seed,capacity d=64 L=2 H=2,present_f1,0.942181331148,0.0102405975657,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_014,repeated_seed,capacity d=64 L=2 H=2,pr_auc,0.955200653638,0.00688616085406,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_015,repeated_seed,capacity d=64 L=2 H=2,accuracy,0.996049493143,0.000645516848378,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_016,repeated_seed,capacity d=64 L=2 H=2,throughput_flows_per_sec,765835.86021,7265.42872956,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_017,repeated_seed,capacity d=64 L=2 H=4,present_f1,0.920132463994,0.0350277885275,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_018,repeated_seed,capacity d=64 L=2 H=4,pr_auc,0.956425813378,0.00355319542725,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_019,repeated_seed,capacity d=64 L=2 H=4,accuracy,0.995974955277,0.000447227191413,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_020,repeated_seed,capacity d=64 L=2 H=4,throughput_flows_per_sec,611431.0099,4607.06885073,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_021,repeated_seed,capacity d=64 L=2 H=8,present_f1,0.918167274936,0.0398010319854,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_022,repeated_seed,capacity d=64 L=2 H=8,pr_auc,0.916960597947,0.0520215227173,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_023,repeated_seed,capacity d=64 L=2 H=8,accuracy,0.995676803816,0.000258206739351,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_024,repeated_seed,capacity d=64 L=2 H=8,throughput_flows_per_sec,447072.808544,2336.90055274,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_025,repeated_seed,capacity d=64 L=4 H=2,present_f1,0.94681197881,0.00260824839409,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_026,repeated_seed,capacity d=64 L=4 H=2,pr_auc,0.95799879454,0.0068681399998,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_027,repeated_seed,capacity d=64 L=4 H=2,accuracy,0.996198568873,0.000223613595707,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_028,repeated_seed,capacity d=64 L=4 H=2,throughput_flows_per_sec,396859.958911,1356.81662695,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_029,repeated_seed,capacity d=64 L=4 H=4,present_f1,0.878075945359,0.116559631569,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_030,repeated_seed,capacity d=64 L=4 H=4,pr_auc,0.95322132664,0.00345843697967,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_031,repeated_seed,capacity d=64 L=4 H=4,accuracy,0.996049493143,0.000516413478703,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_032,repeated_seed,capacity d=64 L=4 H=4,throughput_flows_per_sec,314498.253156,640.804505834,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_033,repeated_seed,capacity d=64 L=4 H=8,present_f1,0.869793590664,0.109557016745,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_034,repeated_seed,capacity d=64 L=4 H=8,pr_auc,0.911107087516,0.048090965148,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_035,repeated_seed,capacity d=64 L=4 H=8,accuracy,0.995453190221,0.000516413478703,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_036,repeated_seed,capacity d=64 L=4 H=8,throughput_flows_per_sec,226493.840572,373.57931012,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_037,repeated_seed,capacity d=128 L=1 H=2,present_f1,0.917885040823,0.0367206435219,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_038,repeated_seed,capacity d=128 L=1 H=2,pr_auc,0.935504522051,0.0200992284514,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_039,repeated_seed,capacity d=128 L=1 H=2,accuracy,0.995676803816,0.000341575409582,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_040,repeated_seed,capacity d=128 L=1 H=2,throughput_flows_per_sec,1019046.70483,4474.23200554,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_041,repeated_seed,capacity d=128 L=1 H=4,present_f1,0.940962366708,0.00502349777224,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_042,repeated_seed,capacity d=128 L=1 H=4,pr_auc,0.937833308143,0.00577026255584,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_043,repeated_seed,capacity d=128 L=1 H=4,accuracy,0.995751341682,0.000223613595707,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_044,repeated_seed,capacity d=128 L=1 H=4,throughput_flows_per_sec,893538.44974,4121.60518484,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_045,repeated_seed,capacity d=128 L=1 H=8,present_f1,0.86273734097,0.110455224749,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_046,repeated_seed,capacity d=128 L=1 H=8,pr_auc,0.946368749624,0.00848313802214,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_047,repeated_seed,capacity d=128 L=1 H=8,accuracy,0.99515503876,0.000846587409928,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_048,repeated_seed,capacity d=128 L=1 H=8,throughput_flows_per_sec,696143.703614,5005.09632115,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_049,repeated_seed,capacity d=128 L=2 H=2,present_f1,0.915282391662,0.0467101704007,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_050,repeated_seed,capacity d=128 L=2 H=2,pr_auc,0.946634655597,0.00865429190108,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_051,repeated_seed,capacity d=128 L=2 H=2,accuracy,0.995602265951,0.000562748541687,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_052,repeated_seed,capacity d=128 L=2 H=2,throughput_flows_per_sec,533407.226032,4772.92100631,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_053,repeated_seed,capacity d=128 L=2 H=4,present_f1,0.936170006643,0.0139238628582,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_054,repeated_seed,capacity d=128 L=2 H=4,pr_auc,0.951105987298,0.00514377031476,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_055,repeated_seed,capacity d=128 L=2 H=4,accuracy,0.995527728086,0.000806250285211,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_056,repeated_seed,capacity d=128 L=2 H=4,throughput_flows_per_sec,457926.295385,4267.16907809,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_057,repeated_seed,capacity d=128 L=2 H=8,present_f1,0.938040707191,0.0132063440212,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_058,repeated_seed,capacity d=128 L=2 H=8,pr_auc,0.950969258332,0.00912377455562,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_059,repeated_seed,capacity d=128 L=2 H=8,accuracy,0.995825879547,0.000846587409928,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_060,repeated_seed,capacity d=128 L=2 H=8,throughput_flows_per_sec,359600.862167,1048.85984953,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_061,repeated_seed,capacity d=128 L=4 H=2,present_f1,0.937121350452,0.0103842732756,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_062,repeated_seed,capacity d=128 L=4 H=2,pr_auc,0.950730430994,0.0100597465752,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_063,repeated_seed,capacity d=128 L=4 H=2,accuracy,0.995676803816,0.000645516848378,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_064,repeated_seed,capacity d=128 L=4 H=2,throughput_flows_per_sec,268727.787286,447.49727167,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_065,repeated_seed,capacity d=128 L=4 H=4,present_f1,0.92414564272,0.0333508681212,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_066,repeated_seed,capacity d=128 L=4 H=4,pr_auc,0.954864640715,0.00318328400424,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_067,repeated_seed,capacity d=128 L=4 H=4,accuracy,0.996273106738,0.000683150819165,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_068,repeated_seed,capacity d=128 L=4 H=4,throughput_flows_per_sec,232830.704185,1045.04252426,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_069,repeated_seed,capacity d=128 L=4 H=8,present_f1,0.820434820417,0.114193020577,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_070,repeated_seed,capacity d=128 L=4 H=8,pr_auc,0.888425369807,0.106554650911,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_071,repeated_seed,capacity d=128 L=4 H=8,accuracy,0.995378652355,0.000718817140801,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_072,repeated_seed,capacity d=128 L=4 H=8,throughput_flows_per_sec,179632.524045,509.510888205,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_073,repeated_seed,capacity d=256 L=1 H=2,present_f1,0.915520126361,0.048369081626,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_074,repeated_seed,capacity d=256 L=1 H=2,pr_auc,0.954751491569,0.00701615814719,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_075,repeated_seed,capacity d=256 L=1 H=2,accuracy,0.995676803816,0.000562748541687,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_076,repeated_seed,capacity d=256 L=1 H=2,throughput_flows_per_sec,637204.214938,3796.46569473,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_077,repeated_seed,capacity d=256 L=1 H=4,present_f1,0.915408992668,0.0341346918553,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_078,repeated_seed,capacity d=256 L=1 H=4,pr_auc,0.944317312434,0.0132639242348,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_079,repeated_seed,capacity d=256 L=1 H=4,accuracy,0.995676803816,0.000129103369676,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_080,repeated_seed,capacity d=256 L=1 H=4,throughput_flows_per_sec,580685.636421,2311.68750966,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_081,repeated_seed,capacity d=256 L=1 H=8,present_f1,0.944215090086,0.00106516188808,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_082,repeated_seed,capacity d=256 L=1 H=8,pr_auc,0.943901666318,0.0173179126578,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_083,repeated_seed,capacity d=256 L=1 H=8,accuracy,0.995900417412,0.000129103369676,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_084,repeated_seed,capacity d=256 L=1 H=8,throughput_flows_per_sec,499353.260772,2368.00296809,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_085,repeated_seed,capacity d=256 L=2 H=2,present_f1,0.870612839107,0.0734411215298,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_086,repeated_seed,capacity d=256 L=2 H=2,pr_auc,0.951743390222,0.00932117005114,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_087,repeated_seed,capacity d=256 L=2 H=2,accuracy,0.995527728086,0.00067084078712,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_088,repeated_seed,capacity d=256 L=2 H=2,throughput_flows_per_sec,323130.653237,1738.5716202,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_089,repeated_seed,capacity d=256 L=2 H=4,present_f1,0.945612368289,0.00628012238283,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_090,repeated_seed,capacity d=256 L=2 H=4,pr_auc,0.946713417592,0.0145279181139,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_091,repeated_seed,capacity d=256 L=2 H=4,accuracy,0.996124031008,0.000465488819201,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_092,repeated_seed,capacity d=256 L=2 H=4,throughput_flows_per_sec,292719.879076,2528.48860667,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_093,repeated_seed,capacity d=256 L=2 H=8,present_f1,0.922297235145,0.0358409649505,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_094,repeated_seed,capacity d=256 L=2 H=8,pr_auc,0.940894076766,0.0106061573029,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_095,repeated_seed,capacity d=256 L=2 H=8,accuracy,0.995900417412,0.000129103369676,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_096,repeated_seed,capacity d=256 L=2 H=8,throughput_flows_per_sec,250840.735909,1105.92763114,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_097,repeated_seed,capacity d=256 L=4 H=2,present_f1,0.895964820253,0.0883911469076,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_098,repeated_seed,capacity d=256 L=4 H=2,pr_auc,0.944036928099,0.0120067926286,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_099,repeated_seed,capacity d=256 L=4 H=2,accuracy,0.995825879547,0.000683150819165,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_100,repeated_seed,capacity d=256 L=4 H=2,throughput_flows_per_sec,160798.840481,233.418506718,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_101,repeated_seed,capacity d=256 L=4 H=4,present_f1,0.906916118177,0.0803782716625,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_102,repeated_seed,capacity d=256 L=4 H=4,pr_auc,0.942928543926,0.0132256125928,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_103,repeated_seed,capacity d=256 L=4 H=4,accuracy,0.996124031008,0.00100832955117,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_104,repeated_seed,capacity d=256 L=4 H=4,throughput_flows_per_sec,146167.349753,267.067158457,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_105,repeated_seed,capacity d=256 L=4 H=8,present_f1,0.933884733765,0.0165208132966,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_106,repeated_seed,capacity d=256 L=4 H=8,pr_auc,0.936119227996,0.00806795467417,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_107,repeated_seed,capacity d=256 L=4 H=8,accuracy,0.995453190221,0.000785305139598,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
robustness_sensitivity_108,repeated_seed,capacity d=256 L=4 H=8,throughput_flows_per_sec,126477.787648,239.375040088,3,public summary table,main_result,Canonical capacity mean/std; Macro-F1 metric.
